               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  95,             0.04014,            0.020215,          0.00062476,             0.91491,             0.88966,             0.94302,             0.59616,            0.036973,            0.017711,          0.00060435,           0.0082136,           0.0082136,           0.0082136
                  96,            0.040254,            0.020019,          0.00060173,              0.8949,             0.90803,             0.94294,             0.59936,            0.036845,            0.017682,          0.00061519,           0.0081786,           0.0081786,           0.0081786
                  97,            0.040011,            0.019927,           0.0005907,             0.90456,              0.9045,             0.94517,             0.60265,            0.036732,            0.017629,          0.00063177,           0.0081433,           0.0081433,           0.0081433
                  98,            0.040318,            0.020038,           0.0005952,             0.90943,             0.89635,             0.94472,             0.59888,            0.036762,            0.017622,          0.00058097,           0.0081078,           0.0081078,           0.0081078
                  99,            0.040257,            0.019818,          0.00057569,             0.91288,             0.89311,             0.94295,             0.59803,            0.036785,            0.017603,          0.00065554,           0.0080721,           0.0080721,           0.0080721
                 100,             0.04017,            0.019875,          0.00059669,             0.91106,              0.9029,             0.94663,             0.60392,            0.036689,              0.0176,          0.00055928,           0.0080362,           0.0080362,           0.0080362
                 101,            0.040258,            0.020084,          0.00063183,             0.91111,             0.90226,             0.94512,             0.60125,            0.036685,             0.01765,          0.00056984,               0.008,               0.008,               0.008
                 102,            0.039749,            0.019702,          0.00056831,               0.903,             0.89965,             0.94514,             0.60184,            0.036691,             0.01762,          0.00058884,           0.0079636,           0.0079636,           0.0079636
                 103,            0.039719,            0.019709,          0.00059496,             0.91022,             0.88941,             0.94436,             0.60356,            0.036668,            0.017634,           0.0007674,            0.007927,            0.007927,            0.007927
                 104,            0.040053,            0.019758,          0.00058921,              0.9112,             0.89984,              0.9446,             0.60151,            0.036625,            0.017595,          0.00055612,           0.0078902,           0.0078902,           0.0078902
                 105,            0.039775,            0.019933,          0.00056572,             0.91128,             0.89783,             0.94515,             0.60304,            0.036575,            0.017603,          0.00058569,           0.0078532,           0.0078532,           0.0078532
                 106,            0.039926,            0.019871,          0.00054276,             0.90188,             0.90279,             0.94501,             0.60737,            0.036484,            0.017595,          0.00057468,            0.007816,            0.007816,            0.007816
                 107,            0.039908,            0.019735,          0.00055692,             0.91014,             0.89686,             0.94575,             0.60537,            0.036505,            0.017583,          0.00055392,           0.0077785,           0.0077785,           0.0077785
                 108,             0.03955,            0.019713,          0.00055796,             0.90603,             0.90658,             0.94705,             0.60752,            0.036468,            0.017567,          0.00055768,           0.0077409,           0.0077409,           0.0077409
                 109,            0.039329,            0.019588,          0.00050233,             0.92065,             0.89151,             0.94725,             0.60753,            0.036404,            0.017565,          0.00056177,           0.0077031,           0.0077031,           0.0077031
                 110,            0.039904,            0.020055,            0.000554,             0.90991,             0.89257,             0.94435,             0.60645,            0.036447,            0.017557,          0.00060384,           0.0076651,           0.0076651,           0.0076651
