               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  56,            0.042719,            0.017307,            0.007701,             0.65669,             0.55266,             0.56031,             0.29145,            0.040222,            0.012507,            0.007979,           0.0093547,           0.0093547,           0.0093547
                  57,            0.042765,            0.017227,           0.0077566,             0.66075,             0.55285,             0.56198,             0.29193,             0.04017,            0.012497,           0.0079613,           0.0093317,           0.0093317,           0.0093317
                  58,             0.04276,            0.017191,           0.0076603,              0.6471,             0.55944,             0.56026,             0.29245,            0.040121,            0.012485,           0.0079431,           0.0093083,           0.0093083,           0.0093083
                  59,            0.042567,            0.017141,           0.0077655,             0.65278,             0.55543,             0.56215,             0.29312,            0.040076,            0.012473,           0.0079177,           0.0092846,           0.0092846,           0.0092846
                  60,            0.042404,            0.017219,           0.0075295,             0.64587,             0.56048,             0.55889,             0.29283,            0.040028,            0.012465,           0.0079051,           0.0092605,           0.0092605,           0.0092605
                  61,            0.042054,             0.01721,           0.0075268,             0.65045,             0.56025,             0.56004,             0.29389,            0.039988,            0.012462,             0.00789,           0.0092361,           0.0092361,           0.0092361
                  62,            0.042005,            0.017155,           0.0074249,             0.64536,             0.56386,             0.55957,             0.29437,            0.039944,            0.012452,            0.007872,           0.0092113,           0.0092113,           0.0092113
                  63,            0.041924,            0.016986,           0.0074992,             0.64689,             0.56189,              0.5606,             0.29521,            0.039909,            0.012439,           0.0078707,           0.0091861,           0.0091861,           0.0091861
                  64,            0.042062,            0.016896,            0.007301,             0.65421,             0.55994,             0.56117,             0.29598,            0.039864,            0.012428,           0.0078508,           0.0091606,           0.0091606,           0.0091606
                  65,            0.041684,            0.016812,           0.0070595,             0.65397,              0.5619,             0.56464,             0.29716,            0.039812,            0.012414,           0.0078402,           0.0091348,           0.0091348,           0.0091348
                  66,            0.041724,            0.017025,           0.0074012,             0.65663,             0.55894,             0.56386,              0.2981,            0.039765,            0.012399,           0.0078383,           0.0091086,           0.0091086,           0.0091086
                  67,            0.041491,            0.016804,           0.0069056,             0.66026,             0.55808,             0.56692,             0.29936,            0.039718,            0.012385,           0.0078231,           0.0090821,           0.0090821,           0.0090821
                  68,            0.041455,            0.016821,            0.006853,             0.65528,             0.56113,             0.56779,             0.30055,            0.039681,            0.012371,           0.0078153,           0.0090552,           0.0090552,           0.0090552
                  69,            0.041043,            0.016782,           0.0066848,             0.64618,             0.56869,             0.56825,              0.3009,            0.039644,            0.012356,           0.0078118,            0.009028,            0.009028,            0.009028
                  70,            0.041225,            0.016827,           0.0067806,             0.66372,             0.55812,             0.56814,              0.3009,            0.039608,             0.01234,           0.0078145,           0.0090004,           0.0090004,           0.0090004
                  71,            0.041012,            0.016746,           0.0067806,              0.6524,             0.56538,             0.57005,             0.30189,            0.039564,            0.012325,           0.0078101,           0.0089726,           0.0089726,           0.0089726
                  72,            0.040613,            0.016752,             0.00666,             0.64974,             0.56846,             0.56972,             0.30263,            0.039515,            0.012312,           0.0077975,           0.0089444,           0.0089444,           0.0089444
                  73,            0.041031,            0.016776,            0.006619,             0.65189,              0.5667,             0.57015,             0.30383,            0.039469,            0.012302,           0.0077906,           0.0089159,           0.0089159,           0.0089159
                  74,             0.04073,            0.016687,           0.0067982,             0.64982,             0.56981,             0.57087,             0.30435,            0.039426,            0.012291,           0.0077687,            0.008887,            0.008887,            0.008887
                  75,            0.040636,            0.016568,           0.0065785,             0.64725,             0.57242,             0.57144,             0.30546,            0.039377,            0.012278,           0.0077628,           0.0088579,           0.0088579,           0.0088579
                  76,            0.040635,              0.0165,           0.0064638,             0.64692,             0.57633,             0.57317,             0.30559,            0.039332,            0.012266,           0.0077448,           0.0088284,           0.0088284,           0.0088284
                  77,            0.040694,            0.016438,           0.0063818,             0.64526,             0.57659,             0.57248,             0.30562,            0.039295,            0.012249,           0.0077155,           0.0087987,           0.0087987,           0.0087987
                  78,            0.040675,            0.016459,           0.0067108,             0.64182,             0.57801,             0.57268,             0.30742,            0.039255,            0.012237,           0.0076961,           0.0087686,           0.0087686,           0.0087686
                  79,            0.040266,            0.016404,            0.006259,             0.68474,             0.54962,             0.57412,             0.30826,            0.039216,            0.012224,           0.0076866,           0.0087382,           0.0087382,           0.0087382
                  80,            0.040134,            0.016496,           0.0062116,             0.68123,             0.55234,             0.57471,             0.30755,            0.039173,            0.012206,           0.0076733,           0.0087075,           0.0087075,           0.0087075
                  81,            0.040079,            0.016409,           0.0063105,             0.65924,              0.5681,             0.57565,             0.30829,            0.039124,            0.012191,           0.0076584,           0.0086765,           0.0086765,           0.0086765
                  82,             0.04017,             0.01636,           0.0064576,             0.67801,             0.55609,             0.57634,             0.30828,            0.039076,            0.012174,           0.0076413,           0.0086452,           0.0086452,           0.0086452
                  83,            0.039836,            0.016239,           0.0061741,             0.67443,             0.56038,             0.57741,             0.30909,            0.039031,            0.012161,           0.0076269,           0.0086137,           0.0086137,           0.0086137
                  84,            0.039678,            0.016249,            0.006236,             0.67367,             0.56082,             0.57727,             0.30932,            0.038984,            0.012145,           0.0076112,           0.0085818,           0.0085818,           0.0085818
                  85,            0.039785,            0.016253,           0.0060213,                0.67,             0.56479,             0.57762,             0.31049,            0.038931,            0.012131,           0.0075949,           0.0085497,           0.0085497,           0.0085497
